fold#	line	filename	origline	indx	err_indx	error	correction	types
fold0	3189	ID2558.txt	12	119	118	besseres	Besseres	['orth: 02 lcp instead of cap: other cases']
fold0	3191	ID2558.txt	14	208	208	eine	einer	['corr: case']
fold0	3194	ID2558.txt	17	13	13	wandel	Wandel	['orth: 02 lcp instead of cap: other cases']
fold0	3194	ID2558.txt	17	38	38		erwachsenem	['corr: case']
fold0	3198	ID2558.txt	21	88	88	Erwachsen	erwachsen	['orth: 03 cap instead of lcp']
fold0	3198	ID2558.txt	21	167	167	0815 Jugendlicher	0815-Jugendlicher	['orth: 07 sep instead of tog: other cases']
fold0	3199	ID2558.txt	22	0	0	Aus gehen	Ausgehen	['orth: 06 sep instead of tog: compounds']
fold0	3202	ID2425.txt	3	122	122	Die	der	['corr: case']
fold0	3205	ID2425.txt	6	28	28	sooft	so oft	['orth: 09 tog instead of sep: other cases']
fold0	3216	ID2425.txt	17	51	51	dass	das	['orth: 15 insertions: of double consonants']
fold0	3218	ID2425.txt	19	0	0	Ich denke keine Altersgruppe kann hier verneinen	ich denke, keine altersgruppe kann das hier verneinen	['ommi: incomplete_clause']
fold0	3227	ID2425.txt	28	41	41	zu stande	zustande	['orth: 07 sep instead of tog: other cases']
fold0	3229	ID2425.txt	30	41	41	sich selbst Gedanken machens	Sich-selbst-Gedanken-Machens	['orth: 10 missing or unnecessary hyphen', 'orth: 02 lcp instead of cap: other cases']
fold0	3233	ID2425.txt	34	66	66	selbstbestimmen	selbst bestimmen	['orth: 09 tog instead of sep: other cases']
fold0	3237	ID2894.txt	3	61	61	meiner Meinung	meiner meinung nach	['ommi: incomplete_phrase']
fold0	3238	ID2894.txt	4	14	14	Jugendlichen	jugendliche	['corr: inflection_paradigm']
fold0	3241	ID2894.txt	7	50	50	neues	Neues	['orth: 02 lcp instead of cap: other cases']
fold0	3241	ID2894.txt	7	67	67	schlechtes	Schlechtes	['orth: 02 lcp instead of cap: other cases']
fold0	3242	ID2894.txt	8	13	13	Alkohol trinken	Alkoholtrinken	['orth: 06 sep instead of tog: compounds']
fold0	3243	ID2894.txt	9	33	33	Jugendlichen	jugendliche	['corr: inflection_paradigm']
fold0	3243	ID2894.txt	9	143	144	Erwachsen werden	Erwachsenwerden	['orth: 06 sep instead of tog: compounds', 'orth: 05 lcp/cap in combination with sep instead of tog/tog instead of sep']
fold0	3245	ID2894.txt	11	12	12	dass	das	['orth: 15 insertions: of double consonants']
fold0	3245	ID2894.txt	11	105	106	weis	weiß	['orth: 23 transpositions: of consonants: other cases']
fold0	3252	ID2894.txt	18	34	34	Einigem	einigem	['orth: 02 lcp instead of cap: other cases']
fold0	3262	ID1926.txt	10	165	165	weis	weiß	['orth: 23 transpositions: of consonants: other cases']
fold0	3283	ID1926.txt	31	119	119	zweiten	Zweiten	['orth: 02 lcp instead of cap: other cases']
fold0	3290	ID2635.txt	1	84	84	Erwachsenen leben	Erwachsenenleben	['orth: 06 sep instead of tog: compounds']
fold0	3290	ID2635.txt	1	127	128	interessen	Interessen	['orth: 02 lcp instead of cap: other cases']
fold0	3290	ID2635.txt	1	149	150	vertretten	vertreten	['orth: 15 insertions: of double consonants']
fold0	3291	ID2635.txt	2	0	0	Das	Dass	['orth: 11 omissions: of double consonants']
fold0	3291	ID2635.txt	2	10	9	Jungen	jungen	['orth: 03 cap instead of lcp']
fold0	3291	ID2635.txt	2	17	16	menschen	Menschen	['orth: 02 lcp instead of cap: other cases']
fold0	3291	ID2635.txt	2	62	61	bekant	bekannt	['orth: 11 omissions: of double consonants']
fold0	3293	ID2635.txt	4	35	35	frücher	früher	['orth: 17 insertions: other cases']
fold0	3293	ID2635.txt	4	48	49	Jung	jung	['orth: 03 cap instead of lcp']
fold0	3293	ID2635.txt	4	66	67	die selben	dieselben	['orth: 07 sep instead of tog: other cases']
fold0	3294	ID2635.txt	5	11	11	dan	dann	['orth: 11 omissions: of double consonants']
fold0	3294	ID2635.txt	5	21	20	aleine	alleine	['orth: 11 omissions: of double consonants']
fold0	3294	ID2635.txt	5	29	27	wen	wenn	['orth: 11 omissions: of double consonants']
fold0	3294	ID2635.txt	5	46	43	er wachsen	erwachsen	['orth: 06 sep instead of tog: compounds']
fold0	3295	ID2635.txt	6	53	53	Großten	größten	['orth: 21 transpositions: of vowel and umlaut', 'orth: 03 cap instead of lcp']
fold0	3295	ID2635.txt	6	62	62	teil	Teil	['orth: 02 lcp instead of cap: other cases']
fold0	3295	ID2635.txt	6	74	74	aufgabe	Aufgabe	['orth: 02 lcp instead of cap: other cases']
fold0	3295	ID2635.txt	6	82	82	übernähmen	übernehmen	['orth: 19 transpositions: of (e/ä) / (ä/e)']
fold0	3296	ID2635.txt	7	4	4	freundes Kreis	Freundeskreis	['orth: 05 lcp/cap in combination with sep instead of tog/tog instead of sep', 'orth: 06 sep instead of tog: compounds']
fold0	3297	ID2635.txt	8	0	0	Wen	Wenn	['orth: 11 omissions: of double consonants']
fold0	3297	ID2635.txt	8	10	9	dazu gehören	dazugehören	['orth: 06 sep instead of tog: compounds']
fold0	3297	ID2635.txt	8	41	41	mit halten	mithalten	['orth: 06 sep instead of tog: compounds']
fold0	3298	ID2635.txt	9	39	39	Dumme	dumme	['orth: 03 cap instead of lcp']
fold0	3298	ID2635.txt	9	64	64	Sin	Sinn	['orth: 11 omissions: of double consonants']
fold0	3299	ID2635.txt	10	31	31	schlechtes	Schlechtes	['orth: 02 lcp instead of cap: other cases']
fold0	3299	ID2635.txt	10	62	62	schneleres	schnelleres	['orth: 11 omissions: of double consonants']
fold0	3299	ID2635.txt	10	74	73	aufnahmevermögen	Aufnahmevermögen	['orth: 02 lcp instead of cap: other cases']
fold0	3299	ID2635.txt	10	123	122	ofen	offen	['orth: 11 omissions: of double consonants']
fold0	3306	ID2630.txt	7	30	30	offen stehen	offenstehen	['orth: 06 sep instead of tog: compounds']
fold0	3308	ID2630.txt	9	28	28	besseres	Besseres	['orth: 02 lcp instead of cap: other cases']
fold0	3313	ID2630.txt	14	53	53	sowie	so wie	['orth: 09 tog instead of sep: other cases']
fold0	3319	ID2630.txt	20	47	47	Erwachsen	Erwachsenen	['orth: 13 omissions: of graphemecluster']
fold0	3321	ID2630.txt	22	88	88	gründsätzlich	grundsätzlich	['orth: 21 transpositions: of vowel and umlaut']
fold0	3350	ID2036.txt	22	39	39	eine	einer	['corr: case']
fold0	3365	ID2123.txt	6	22	22	Freud	Freund	['orth: 14 omissions: of one grapheme']
fold0	3367	ID2123.txt	8	72	72	kamm	Kamm	['orth: 02 lcp instead of cap: other cases']
fold0	3371	ID2123.txt	12	48	48	Freizeitsaktivitäten	Freizeitaktivitäten	['orth: 17 insertions: other cases']
fold0	3389	ID2123.txt	30	154	154	klettern	Klettern	['orth: 02 lcp instead of cap: other cases']
fold0	3393	ID2123.txt	34	51	51	klischees	Klischees	['orth: 02 lcp instead of cap: other cases']
fold0	3394	ID2349.txt	1	71	71	diese	Diese	['orth: 04 lcp/cap behind punctuation marks']
fold0	3394	ID2349.txt	1	89	89	heut zu Tage	heutzutage	['orth: 07 sep instead of tog: other cases']
fold0	3403	ID2349.txt	10	117	117	mann	man	['orth: 15 insertions: of double consonants']
fold0	3405	ID2349.txt	12	8	8	giebt	gibt	['orth: 16 insertions: of a vowel: (ie) instead of (i)']
fold0	3406	ID2349.txt	13	29	29	Disskutieren	diskutieren	['orth: 03 cap instead of lcp', 'orth: 15 insertions: of double consonants']
fold0	3408	ID2349.txt	15	64	64	Eigene	eigene	['orth: 03 cap instead of lcp']
fold0	3409	ID2349.txt	16	22	22	Sie	sie	['orth: 03 cap instead of lcp']
fold0	3412	ID2349.txt	19	95	95	eins	eines	['orth: 14 omissions: of one grapheme']
fold0	3413	ID2349.txt	20	7	7	eigendlich	eigentlich	['orth: 22 transpositions: of consonants: Fortis/Lenis']
fold0	3433	ID2632.txt	18	41	41	Veranderungen	Veränderungen	['orth: 21 transpositions: of vowel and umlaut']
fold0	3451	ID1739.txt	3	47	47	Besten	besten	['orth: 03 cap instead of lcp']
fold0	3451	ID1739.txt	3	75	75	Schönen	schönen	['orth: 03 cap instead of lcp']
fold0	3465	ID1739.txt	17	45	45	denen	derer	['corr: case']
fold0	3467	ID1739.txt	19	20	20	Schulischen	schulischen	['orth: 03 cap instead of lcp']
fold0	3469	ID1739.txt	21	111	111	anderen	anderer	['corr: case']
fold0	3469	ID1739.txt	21	120	120	Dingen	dinge	['corr: case']
fold0	3472	ID1109.txt	1	177	177	schlimmeres	Schlimmeres	['orth: 02 lcp instead of cap: other cases']
fold0	3476	ID1109.txt	5	105	105	öft	oft	['orth: 21 transpositions: of vowel and umlaut']
fold0	3476	ID1109.txt	5	156	156	Disco's	Discos	['orth: 26 missing or incorrect use of apostrophes']
fold0	3479	ID1109.txt	8	103	103		dieselbe	['orth: 07 sep instead of tog: other cases']
fold0	3483	ID1109.txt	12	345	345	mal	Mal	['orth: 02 lcp instead of cap: other cases']
fold0	3483	ID1109.txt	12	460	460	schöneres	Schöneres	['orth: 02 lcp instead of cap: other cases']
fold0	3486	ID1109.txt	15	6	6	Enzenberger	Enzensberger	['orth: 28 Eigennamen']
fold0	3486	ID1109.txt	15	114	113	Soveränität	Souveränität	['orth: 14 omissions: of one grapheme']
fold0	3489	ID1109.txt	18	270	270	wesshab	weshalb	['orth: 14 omissions: of one grapheme', 'orth: 15 insertions: of double consonants']
fold0	3489	ID1109.txt	18	376	376	älteren	Älteren	['orth: 02 lcp instead of cap: other cases']
fold0	3492	ID1109.txt	21	14	14	wahres	Wahres	['orth: 02 lcp instead of cap: other cases']
fold0	3492	ID1109.txt	21	158	158	fürchten	Fürchten	['orth: 02 lcp instead of cap: other cases']
fold0	3493	ID1109.txt	22	63	63	schönes	Schönes	['orth: 02 lcp instead of cap: other cases']
fold0	3493	ID1109.txt	22	87	87	kompliziertes	Kompliziertes	['orth: 02 lcp instead of cap: other cases']
fold0	3493	ID1109.txt	22	102	102	verwirrendes	Verwirrendes	['orth: 02 lcp instead of cap: other cases']
fold0	3493	ID1109.txt	22	119	119	verstörendes	Verstörendes	['orth: 02 lcp instead of cap: other cases']
fold0	3508	ID2432.txt	14	75	75	spannensten	spannendsten	['orth: 14 omissions: of one grapheme']
fold0	3522	ID2432.txt	28	77	77	guten	Guten	['orth: 02 lcp instead of cap: other cases']
fold0	3526	ID2432.txt	32	4	4	ist	isst	['orth: 11 omissions: of double consonants']
fold0	3541	ID2432.txt	47	115	115	jüngeren	Jüngeren	['orth: 02 lcp instead of cap: other cases']
fold0	3556	ID1494.txt	14	34	34	liebenzulernen	lieben zu lernen	['orth: 09 tog instead of sep: other cases']
fold0	3561	ID1494.txt	19	0	0	Parties	Partys	['orth: 18 transpositions: of vowels']
fold0	3565	ID1494.txt	23	42	42	oftgesehener	oft gesehener	['orth: 09 tog instead of sep: other cases']
fold0	3565	ID1494.txt	23	67	66	ein	Ein	['orth: 04 lcp/cap behind punctuation marks']
fold0	3579	ID1494.txt	37	0	0	Ein schlimmer Gedanke in jungen Jahren schon Schulden zu haben	es ist ein schlimmer gedanke, in jungen jahren schon schulden zu haben	['ommi: incomplete_clause']
fold0	3585	ID1494.txt	43	14	14	HipHop	Hiphop	['orth: 03 cap instead of lcp']
fold0	3592	ID1494.txt	50	66	66	im	zum	['corr: incorrect_preposition_(po)']
fold0	3594	ID1494.txt	52	0	0	Der	den	['corr: case']
fold0	3611	ID2034.txt	7	55	55	die erste feste Freundin oder Freund	die erste feste freundin oder den ersten festen freund	['ommi: ellipses']
fold0	3621	ID2034.txt	17	90	90	erschreckendes	Erschreckendes	['orth: 02 lcp instead of cap: other cases']
fold0	3635	ID1175.txt	1	86	86	bedeutensden	bedeutendsten	['infl: comparision']
fold0	3641	ID1175.txt	7	52	52	anderer seits	andererseits	['orth: 07 sep instead of tog: other cases']
fold0	3644	ID1175.txt	10	52	52	betrinken	sich betrinken	['ommi: incomplete_phrase']
fold0	3646	ID1175.txt	12	23	23	ausnahmen	Ausnahmen	['orth: 02 lcp instead of cap: other cases']
fold0	3647	ID1175.txt	13	106	106	dummheit	Dummheit	['orth: 02 lcp instead of cap: other cases']
fold0	3657	ID1175.txt	23	11	11	minderheit	Minderheit	['orth: 02 lcp instead of cap: other cases']
fold0	3657	ID1175.txt	23	27	27	denen	der	['corr: number']
fold0	3658	ID1175.txt	24	32	32	Jugend dasein	Jugenddasein	['orth: 06 sep instead of tog: compounds']
fold0	3658	ID1175.txt	24	60	61	da stehen	dastehen	['orth: 06 sep instead of tog: compounds']
fold0	3660	ID1175.txt	26	0	0	Nagut	Na gut	['orth: 09 tog instead of sep: other cases']
fold0	3660	ID1175.txt	26	41	40	ehr	eher	['orth: 14 omissions: of one grapheme']
fold0	3664	ID1175.txt	30	33	33	so lange	solange	['orth: 07 sep instead of tog: other cases']
fold0	3664	ID1175.txt	30	42	43	sie	er	['corr: number']
fold0	3666	ID1175.txt	32	15	15	jeglichen	allen	['corr: other']
fold0	3671	ID2590.txt	1	126	126	indem	in dem	['orth: 09 tog instead of sep: other cases']
fold0	3673	ID2590.txt	3	25	25	unverständnis	Unverständnis	['orth: 02 lcp instead of cap: other cases']
fold0	3674	ID2590.txt	4	41	41	angeprießen	angepriesen	['orth: 23 transpositions: of consonants: other cases']
fold0	3678	ID2590.txt	8	40	40	Enzenberg	Enzensberger	['orth: 28 Eigennamen']
fold0	3680	ID2590.txt	10	82	82	nebnbei	nebenbei	['orth: 14 omissions: of one grapheme']
fold0	3681	ID2590.txt	11	22	22	auchnoch	auch noch	['orth: 09 tog instead of sep: other cases']
fold0	3683	ID2590.txt	13	9	9	überheuft	überhäuft	['orth: 19 transpositions: of (e/ä) / (ä/e)']
fold0	3688	ID2590.txt	18	20	20	Jugendliche	jugendlichen	['corr: inflection_paradigm']
fold0	3688	ID2590.txt	18	151	150	aufällt	ausfällt	['orth: 14 omissions: of one grapheme']
fold0	3688	ID2590.txt	18	164	162	nochdazu	noch dazu	['orth: 09 tog instead of sep: other cases']
fold0	3688	ID2590.txt	18	202	199	hinweißt	hinweist	['orth: 23 transpositions: of consonants: other cases']
fold0	3690	ID2590.txt	20	75	75	das	dass	['orth: 11 omissions: of double consonants']
fold0	3693	ID2590.txt	23	4	4	die	dies	['orth: 14 omissions: of one grapheme']
fold0	3694	ID2590.txt	24	56	56	prozess	Prozess	['orth: 02 lcp instead of cap: other cases']
fold0	3697	ID2590.txt	27	10	10	Erwachsen	erwachsen	['orth: 03 cap instead of lcp']
fold0	3697	ID2590.txt	27	69	69	nich	nicht	['orth: 14 omissions: of one grapheme']
fold0	3698	ID2590.txt	28	12	12	rührt	rühren	['corr: number']
fold0	3698	ID2590.txt	28	56	55	das	die	['corr: number']
fold0	3699	ID2590.txt	29	22	22	das	dass	['orth: 11 omissions: of double consonants']
fold0	3701	ID2590.txt	31	27	27	Vorbilden	vorbildern	['infl: others']
fold0	3702	ID2590.txt	32	95	95	Enzenbergers	Enzensbergers	['orth: 28 Eigennamen']
fold0	3703	ID2590.txt	33	36	36	eine	einer	['corr: unknown']
fold0	3704	ID2590.txt	34	39	39	weil es gibt noch vieles	weil es noch vieles gibt	['woor: v2_instead_of_vl']
fold0	3704	ID2590.txt	34	102	102	warscheinlich	wahrscheinlich	['orth: 14 omissions: of one grapheme']
fold0	3704	ID2590.txt	34	123	122	meh	mehr	['orth: 14 omissions: of one grapheme']
fold0	3705	ID2518.txt	1	17	17	Aktuelles	aktuelles	['orth: 03 cap instead of lcp']
fold0	3705	ID2518.txt	1	47	47	Heutigen	heutigen	['orth: 03 cap instead of lcp']
fold0	3705	ID2518.txt	1	71	71	Älteren	älteren	['orth: 03 cap instead of lcp']
fold0	3706	ID2518.txt	2	14	14	voran geschritten	vorangeschritten	['orth: 06 sep instead of tog: compounds']
fold0	3708	ID2518.txt	4	18	18	sach	Sache	['orth: 14 omissions: of one grapheme', 'orth: 02 lcp instead of cap: other cases']
fold0	3708	ID2518.txt	4	37	36	auseinandersetzungen	Auseinandersetzungen	['orth: 02 lcp instead of cap: other cases']
fold0	3708	ID2518.txt	4	75	74	Älteren	älteren	['orth: 03 cap instead of lcp']
fold0	3709	ID2518.txt	5	19	19	maschen	manchen	['orth: Unknown']
fold0	3709	ID2518.txt	5	97	97	Sozialen	sozialen	['orth: 03 cap instead of lcp']
fold0	3709	ID2518.txt	5	106	106	umgang	Umgang	['orth: 02 lcp instead of cap: other cases']
fold0	3710	ID2518.txt	6	56	56	gescheites	Gescheites	['orth: 02 lcp instead of cap: other cases']
fold0	3710	ID2518.txt	6	86	86	werten	werden	['orth: 22 transpositions: of consonants: Fortis/Lenis']
fold0	3710	ID2518.txt	6	97	97	dan	dann	['orth: 11 omissions: of double consonants']
fold0	3711	ID2518.txt	7	61	61	das	dass	['orth: 11 omissions: of double consonants']
fold0	3711	ID2518.txt	7	75	74	hinreisen	hinreißen	['orth: 23 transpositions: of consonants: other cases']
fold0	3711	ID2518.txt	7	85	84	läst	lässt	['orth: 11 omissions: of double consonants']
fold0	3711	ID2518.txt	7	91	89	irrgendwann	irgendwann	['orth: 15 insertions: of double consonants']
fold0	3711	ID2518.txt	7	108	107	mit zumachen	mitzumachen	['orth: 06 sep instead of tog: compounds']
fold0	3711	ID2518.txt	7	167	167	dan	dann	['orth: 11 omissions: of double consonants']
fold0	3711	ID2518.txt	7	211	210	reisen	hinreißen	['orth: 23 transpositions: of consonants: other cases', 'orth: 06 sep instead of tog: compounds']
fold0	3711	ID2518.txt	7	221	217	läst	lässt	['orth: 11 omissions: of double consonants']
fold0	3712	ID2518.txt	8	0	0	Wen	Wenn	['orth: 11 omissions: of double consonants']
fold0	3712	ID2518.txt	8	61	60	gemoppt	gemobbt	['orth: 22 transpositions: of consonants: Fortis/Lenis']
fold0	3712	ID2518.txt	8	83	82	das	dass	['orth: 11 omissions: of double consonants']
fold0	3713	ID2518.txt	9	70	70	wen	wenn	['orth: 11 omissions: of double consonants']
fold0	3713	ID2518.txt	9	97	96	hatt	hat	['orth: 15 insertions: of double consonants']
fold0	3715	ID2518.txt	11	26	26	Richtige	richtige	['orth: 03 cap instead of lcp']
fold0	3716	ID2518.txt	12	30	30	gegen seitig	gegenseitig	['orth: 06 sep instead of tog: compounds']
fold0	3717	ID2518.txt	13	0	0	Das	Dass	['orth: 11 omissions: of double consonants']
fold0	3717	ID2518.txt	13	140	139	sinne	Sinne	['orth: 02 lcp instead of cap: other cases']
fold0	3717	ID2518.txt	13	146	145	zusehen	zu sehen	['orth: 09 tog instead of sep: other cases']
fold0	3718	ID2518.txt	14	28	28	geerndet	geerntet	['orth: 22 transpositions: of consonants: Fortis/Lenis']
fold0	3719	ID2518.txt	15	134	134	entäuschung	Enttäuschung	['orth: 02 lcp instead of cap: other cases', 'orth: 14 omissions: of one grapheme']
fold0	3720	ID2518.txt	16	17	17	Jugendliche	jugendliche	['orth: 03 cap instead of lcp']
fold0	3720	ID2518.txt	16	30	30	leben	Leben	['orth: 02 lcp instead of cap: other cases']
fold0	3720	ID2518.txt	16	36	36	eins	eines	['orth: 14 omissions: of one grapheme']
fold0	3720	ID2518.txt	16	46	45	Wichtigsten	wichtigsten	['orth: 03 cap instead of lcp']
fold0	3720	ID2518.txt	16	58	57	abschnitte	Abschnitte	['orth: 02 lcp instead of cap: other cases']
fold0	3720	ID2518.txt	16	80	79	leben	Leben	['orth: 02 lcp instead of cap: other cases']
fold0	3721	ID2518.txt	17	44	44	gerad	gerade	['orth: 14 omissions: of one grapheme']
fold0	3723	ID2518.txt	19	0	0	Wen	Wenn	['orth: 11 omissions: of double consonants']
fold0	3723	ID2518.txt	19	37	36	hungersnot	Hungersnot	['orth: 02 lcp instead of cap: other cases']
fold0	3723	ID2518.txt	19	48	47	mit erlebt	miterlebt	['orth: 06 sep instead of tog: compounds']
fold0	3723	ID2518.txt	19	77	77	dan	dann	['orth: 11 omissions: of double consonants']
fold0	3724	ID2518.txt	20	24	24	Jahrzent	Jahrzehnt	['orth: 14 omissions: of one grapheme']
fold0	3724	ID2518.txt	20	63	62	meinung	Meinung	['orth: 02 lcp instead of cap: other cases']
fold0	3724	ID2518.txt	20	71	70	Frei	frei	['orth: 03 cap instead of lcp']
fold0	3724	ID2518.txt	20	196	195	hoch gepuscht	hochgepuscht	['orth: 06 sep instead of tog: compounds']
fold0	3725	ID2518.txt	21	35	35	das	dass	['orth: 11 omissions: of double consonants']
fold0	3748	ID2136.txt	23	119	119	ansich	an sich	['orth: 08 tog instead of sep: minimal phraseologism']
fold0	3761	ID2136.txt	36	18	18	eigenschaften	Eigenschaften	['orth: 02 lcp instead of cap: other cases']
fold0	3766	ID2257.txt	1	269	269	mitmahen	mitmachen	['orth: 14 omissions: of one grapheme']
fold0	3768	ID2257.txt	3	8	8	höhrt	hört	['orth: 17 insertions: other cases']
fold0	3768	ID2257.txt	3	120	121	zu	auf	['corr: incorrect_preposition_(po)']
fold0	3769	ID2257.txt	4	10	10	warscheinlich	wahrscheinlich	['orth: 14 omissions: of one grapheme']
fold0	3774	ID2257.txt	9	59	59	genau soviele	genauso viele	['orth: 07 sep instead of tog: other cases', 'orth: 09 tog instead of sep: other cases']
fold0	3778	ID2257.txt	13	20	20	sie	Sie	['orth: 01 lcp instead of cap: polite form']
fold0	3778	ID2257.txt	13	55	55	sie	Sie	['orth: 01 lcp instead of cap: polite form']
fold0	3778	ID2257.txt	13	154	154	sie	Sie	['orth: 01 lcp instead of cap: polite form']
fold0	3800	ID2978.txt	22	97	97	Mopped	Moped	['orth: 15 insertions: of double consonants']
fold0	3803	ID2978.txt	25	50	50	So	so	['orth: 03 cap instead of lcp']
fold0	3807	ID2978.txt	29	223	223	daraufhin arbeiten	darauf hinarbeiten	['orth: 09 tog instead of sep: other cases', 'orth: 06 sep instead of tog: compounds']
fold0	3814	ID2978.txt	36	300	300	schlecht gemacht	schlechtgemacht	['orth: 06 sep instead of tog: compounds']
fold0	3815	ID2978.txt	37	87	87	genau so viele	genauso viele	['orth: 07 sep instead of tog: other cases']
